VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD
몽토랑산양목장,강원,태백시,1.0,72.0,4.0,0.0,1.2,3.8,강원 태백시 효자1길 27-2,강원 태백시 화전동 60-11,128.9641532,37.18194565
롯데백화점 창원점,경남,창원시,4.0,78.0,3.8,0.4,1.0,3.8,경남 창원시 성산구 중앙대로 124,경남 창원시 성산구 상남동 79,128.6818301,35.22455489
경주읍성,경북,경주시,2.0,50.0,4.0,0.1666666666666666,0.5,3.5,,경북 경주시 동부동 2-8,129.2137477,35.84662622
도째비골스카이밸리,강원,동해시,1.0,51.29032258064516,4.129032258064516,0.0967741935483871,1.7419354838709675,4.129032258064516,,강원 동해시 묵호진동 2-121,129.1197854,37.55491404
영일대해상누각,경북,포항시,2.0,42.0,4.6,0.4,0.2,4.6,,경북 포항시 북구 두호동 1015-1,129.3830916,36.06155291
수타사,강원,홍천군,2.0,55.0,4.833333333333333,0.1666666666666666,1.0,4.833333333333333,강원 홍천군 영귀미면 수타사로 473,강원 홍천군 영귀미면 덕치리 9,127.959095,37.69850039
삼척중앙시장,강원,삼척시,4.0,51.81818181818182,3.1818181818181817,0.0,1.3636363636363635,3.0,강원 삼척시 진주로 12-21,강원 삼척시 남양동 55-4,129.165194,37.44209477
송정해수욕장,부산,해운대구,1.0,82.6829268292683,4.487804878048781,0.3902439024390244,1.7804878048780488,4.512195121951219,부산 해운대구 송정광어골로 58-1,부산 해운대구 송정동 438-11,129.1997001,35.17859694
주문진해변,강원,강릉시,13.0,82.5,4.25,0.4166666666666667,1.3333333333333333,4.166666666666667,,강원 강릉시 주문진읍 향호리 8-35,128.8187802,37.91111952
등대해수욕장,강원,속초시,1.0,76.28571428571429,3.942857142857143,0.2285714285714285,1.0857142857142856,4.0285714285714285,,강원 속초시 영랑동 1-9,128.598354,38.21459018
대가야박물관,경북,고령군,2.0,42.0,4.2,0.2,1.2,3.8,경북 고령군 대가야읍 대가야로 1203,경북 고령군 대가야읍 지산리 460,128.2571207,35.72315903
한섬해변,강원,동해시,1.0,42.0,4.4,0.2,0.4,4.4,,강원 동해시 천곡동 45-1,129.1219431,37.52019384
문경새재도립공원,경북,문경시,1.0,115.55555555555556,4.666666666666667,0.4074074074074074,1.851851851851852,4.555555555555555,경북 문경시 문경읍 새재로 932,경북 문경시 문경읍 상초리 288-1,128.0766857,36.76190759
주전몽돌해변,울산,동구,1.0,90.0,4.333333333333333,0.2222222222222222,2.333333333333333,4.444444444444445,,울산 동구 주전동,129.4560371,35.56519351
합천영상테마파크,경남,합천군,6.0,117.5,4.666666666666667,0.4166666666666667,1.1666666666666667,4.416666666666667,경남 합천군 용주면 합천호수로 757,경남 합천군 용주면 가호리 256-5,128.0718461,35.54875124
사명대사공원,경북,김천시,1.0,55.0,4.833333333333333,0.3333333333333333,1.1666666666666667,4.666666666666667,경상북도 김천시 대항면 직지사길 130,,128.008975,36.1176807
발왕산관광케이블카,강원,평창군,6.0,90.0,4.0,0.4545454545454545,2.0,3.909090909090909,강원 평창군 대관령면 올림픽로 715,강원 평창군 대관령면 용산리 99,128.6792145,37.64445862
서출지,경북,경주시,1.0,36.0,4.0,0.4,0.8,4.0,경북 경주시 남산1길 17,경북 경주시 남산동 973,129.2423835,35.7964224
해리단길,부산,해운대구,4.0,51.42857142857143,3.7142857142857135,0.0,0.8571428571428571,3.7142857142857135,,부산 해운대구 우동 517-14,129.1579088,35.16511101
교촌마을,경북,경주시,7.0,44.44444444444444,3.962962962962963,0.2592592592592592,1.0740740740740742,3.925925925925926,경북 경주시 교촌길 39-2,경북 경주시 교동 88-5,129.2170243,35.83075426
외옹치 바다향기로,강원,속초시,7.0,48.0,4.4,0.4,1.0,4.4,,강원 속초시 대포동 585-5,128.6094426,38.18290473
한강,서울,영등포구,1.0,103.33333333333331,4.222222222222222,0.8888888888888888,0.3333333333333333,4.222222222222222,,서울 영등포구 여의도동,126.9475451,37.52508922
아들바위공원,강원,강릉시,1.0,50.0,3.8333333333333335,0.1666666666666666,1.5,3.5,,강원 강릉시 주문진읍 주문리,128.8302772,37.90595785
추암촛대바위,강원,동해시,1.0,48.46153846153846,4.461538461538462,0.3076923076923077,2.0,4.307692307692308,,강원 동해시 추암동 산 69,129.1598722,37.47923129
밀락 더 마켓,부산,수영구,4.0,61.76470588235294,4.235294117647059,0.2352941176470588,1.4705882352941178,4.0588235294117645,부산 수영구 민락수변로17번길 56,부산 수영구 민락동 113-31,129.127001,35.15427997
수승대관광지,경남,거창군,1.0,69.0,4.9,0.3,1.8,4.6,,경남 거창군 위천면 강천리 790,127.8321851,35.76000685
한반도지형,강원,영월군,1.0,54.54545454545455,4.363636363636363,0.2727272727272727,2.272727272727273,4.090909090909091,경상북도 경주시 원화로 102,강원 영월군 한반도면 옹정리 산 180,128.3460489,37.22060867
죽서루,강원,삼척시,2.0,42.0,4.0,0.0,1.6,3.8,강원 삼척시 죽서루길 37,강원 삼척시 성내동 8-2,129.1605384,37.44088999
부석사,경북,영주시,2.0,82.5,4.7,0.4,2.0,4.5,경북 영주시 부석면 부석사로 345,경북 영주시 부석면 북지리 148,128.6866553,36.99839625
하동송림공원,경남,하동군,1.0,77.14285714285714,4.571428571428571,0.1428571428571428,0.8571428571428571,4.571428571428571,경남 하동군 하동읍 섬진강대로 2107-3,경남 하동군 하동읍 광평리 443-10,127.7450539,35.06238676
정암해변,강원,양양군,1.0,69.0,4.2,0.3,1.8,4.0,,강원 양양군 강현면 정암리,128.6161444,38.13863468
황룡원,경북,경주시,2.0,48.0,4.4,0.2,0.8,4.4,경북 경주시 엑스포로 40,경북 경주시 신평동 150-8,129.2900477,35.83687916
맹방해수욕장,강원,삼척시,1.0,39.0,4.1,0.1,2.8,4.0,,강원 삼척시 근덕면 하맹방리 12-1,129.2323351,37.390182
외옹치해변,강원,속초시,1.0,75.0,3.875,0.25,1.625,3.625,강원 속초시 해오름로 83,강원 속초시 대포동 594-2,128.6089288,38.18315499
금시당백곡재,경남,밀양시,2.0,45.0,4.333333333333333,0.0,1.1666666666666667,4.333333333333333,,경남 밀양시 활성동 582-1,128.7837494,35.48698421
월정사,강원,평창군,2.0,61.25,4.291666666666667,0.4166666666666667,1.4583333333333333,4.166666666666667,강원 평창군 진부면 오대산로 374-8,강원 평창군 진부면 동산리 63-1,128.5921051,37.73171053
부산시립미술관,부산,해운대구,3.0,60.0,4.0,0.4,0.6,4.0,부산 해운대구 APEC로 58,부산 해운대구 우동 1413,129.1370368,35.16671033
월송정,경북,울진군,2.0,48.0,4.4,0.2,1.8,4.0,경북 울진군 평해읍 월송정로 517,경북 울진군 평해읍 월송리 362-2,129.4687619,36.74382472
강릉월화거리,강원,강릉시,4.0,45.0,3.5,0.5,1.5,3.333333333333333,강원 강릉시 경강로 2111,강원 강릉시 임당동 106-1,128.8974965,37.75590982
와인터널,경북,청도군,2.0,53.57142857142857,4.357142857142857,0.4285714285714285,1.7142857142857142,4.0,경북 청도군 화양읍 송금길 100,경북 청도군 화양읍 송금리 산 122,128.720534,35.71513206
곤륜산 활공장,경북,포항시,1.0,72.0,4.8,0.0,0.8,4.2,,경북 포항시 북구 흥해읍 칠포리 산 86,129.3917431,36.13501735
수성못,대구,수성구,1.0,62.77777777777778,4.333333333333333,0.3148148148148148,0.925925925925926,4.277777777777778,,대구 수성구 두산동 526,128.6172861,35.82730608
오크밸리리조트,강원,원주시,3.0,128.57142857142858,4.428571428571429,0.2857142857142857,2.357142857142857,3.928571428571429,강원 원주시 지정면 오크밸리1길 66,강원 원주시 지정면 월송리 1061,127.8175613,37.43447008
경상남도수목원,경남,진주시,1.0,96.0,5.0,0.6,1.2,5.0,경남 진주시 이반성면 수목원로 386,경남 진주시 이반성면 대천리 530-3,128.2946976,35.15962875
더베이101,부산,해운대구,1.0,62.72727272727273,4.454545454545454,0.4545454545454545,1.5454545454545454,4.363636363636363,부산 해운대구 동백로 52,부산 해운대구 우동 747-7,129.1520211,35.15656482
태화강국가정원,울산,중구,1.0,69.23076923076923,4.6923076923076925,0.3076923076923077,0.8461538461538461,4.576923076923077,,울산 중구 태화동 107,129.2970462,35.54806992
홈플러스 경주점,경북,경주시,4.0,41.25,3.875,0.25,3.0,3.75,경북 경주시 공단로 97,경북 경주시 용강동 800-11,129.2248032,35.87345675
보리암,경남,남해군,2.0,97.5,4.75,0.3,1.85,4.4,경남 남해군 상주면 보리암로 665,경남 남해군 상주면 상주리 2065,127.9829505,34.75200462
원주한지테마파크,강원,원주시,6.0,65.0,3.6666666666666665,0.0,1.3333333333333333,3.5,강원 원주시 한지공원길 151,강원 원주시 무실동 16,127.9351554,37.33511075
광안리해양레포츠센터,부산,수영구,5.0,168.75,4.125,0.0,2.125,4.0,부산 수영구 광안해변로54번길 222,부산 수영구 남천동,129.1153208,35.14614348
신세계 센텀시티몰,부산,해운대구,4.0,65.0,4.333333333333333,0.3333333333333333,1.8333333333333333,4.0,부산 해운대구 센텀4로 15,부산 해운대구 우동 1493,129.1282305,35.16988428
롯데백화점 광복점,부산,중구,4.0,67.89473684210526,4.052631578947368,0.4210526315789473,1.263157894736842,4.052631578947368,부산 중구 중앙대로 2,부산 중구 중앙동6가 36-4,129.0368508,35.09825752
영진해변,강원,강릉시,1.0,51.42857142857143,4.285714285714286,0.1428571428571428,0.8571428571428571,4.285714285714286,,강원 강릉시 연곡면 영진리 72-2,128.845746,37.86889385
탄금대,충북,충주시,1.0,39.375,4.125,0.0625,1.4375,3.9375,,충북 충주시 칠금동 산 1-1,127.8985536,36.98822851
장생포고래박물관,울산,남구,2.0,92.5,4.666666666666667,0.1666666666666666,1.8333333333333333,4.5,,,126.985736,37.57743359
경주역사유적지구,경북,경주시,2.0,48.0,4.466666666666667,0.5333333333333333,1.6666666666666667,4.533333333333333,,경북 경주시 인왕동 443,129.2227407,35.83207498
휘닉스평창 곤돌라,강원,평창군,5.0,96.0,4.6,0.4,2.8,4.4,강원 평창군 봉평면 태기로 174,강원 평창군 봉평면 무이리 714-3,128.3248354,37.58354988
영덕해파랑공원,경북,영덕군,1.0,40.0,4.0,0.3333333333333333,1.8333333333333333,3.8333333333333335,,경북 영덕군 강구면 강구리 584,129.3926424,36.36081011
운문사,경북,청도군,2.0,42.0,4.6,0.6,2.6,4.8,경북 청도군 운문면 운문사길 264,경북 청도군 운문면 신원리 1789,128.9603038,35.66125256
다이아몬드타워,부산,중구,3.0,45.0,3.5,0.0,0.625,3.5,부산 중구 대청로116번길 13,부산 중구 광복동2가 1-2,129.0323281,35.10123523
칠성시장,대구,북구,4.0,36.0,3.4,0.0,1.0,3.2,대구 북구 칠성시장로 28,대구 북구 칠성동1가 276-165,128.6041066,35.87678524
논골담길,강원,동해시,7.0,37.5,4.214285714285714,0.2142857142857142,0.9285714285714286,4.107142857142857,강원 동해시 논골1길 2,강원 동해시 묵호진동 2-294,129.1165848,37.55277074
연지공원,경남,김해시,1.0,51.42857142857143,4.428571428571429,0.8571428571428571,0.8571428571428571,4.428571428571429,경남 김해시 금관대로1368번길 7,경남 김해시 내동 1037-6,128.8688204,35.24638179
허균허난설헌기념공원,강원,강릉시,1.0,42.0,4.4,0.2,0.8,4.0,강원 강릉시 난설헌로193번길 1-29,강원 강릉시 초당동 477,128.9094977,37.79143236
팔공산케이블카,대구,동구,6.0,64.28571428571429,4.285714285714286,0.1428571428571428,1.1428571428571428,3.857142857142857,대구 동구 팔공산로185길 51,대구 동구 용수동 산 72,128.6948338,35.99088609
동백섬,부산,해운대구,1.0,56.66666666666666,4.333333333333333,0.2222222222222222,1.2222222222222223,4.222222222222222,,부산 해운대구 우동 708-3,129.15229,35.15394311
양양전통시장,강원,양양군,4.0,50.526315789473685,3.684210526315789,0.2631578947368421,1.8421052631578947,3.631578947368421,강원 양양군 양양읍 남문5길 9,강원 양양군 양양읍 남문리 57,128.6231854,38.07502934
중앙시장입구삼거리,강원,속초시,4.0,60.0,4.4,0.8,1.4,4.4,,강원 속초시 중앙동,128.5915526,38.20426919
울산대공원,울산,남구,1.0,96.0,4.6,0.2,1.0,4.8,,,129.2923003,35.52868641
하조대,강원,양양군,1.0,30.0,4.0,0.3,4.7,3.9,강원 양양군 현북면 조준길 99,강원 양양군 현북면 하광정리 산 3,128.7355827,38.02114277
경주동궁원,경북,경주시,13.0,107.14285714285714,4.142857142857143,0.0,1.1428571428571428,3.571428571428572,경북 경주시 보문로 74-14,경북 경주시 북군동 185-1,129.2616606,35.84950709
장사해수욕장,경북,영덕군,1.0,75.0,3.875,0.5,2.75,3.875,,경북 영덕군 남정면 장사리 74-6,129.3761075,36.28191774
문경새재오픈세트장,경북,문경시,2.0,63.333333333333336,4.666666666666667,0.2222222222222222,1.1111111111111112,4.444444444444445,경북 문경시 문경읍 새재로 1037,경북 문경시 문경읍 상초리 522-5,128.074072,36.77139968
포항해상스카이워크,경북,포항시,7.0,34.285714285714285,4.428571428571429,0.1428571428571428,2.0,4.0,,경북 포항시 북구 여남동,129.4141753,36.07237118
청초호유원지,강원,속초시,7.0,42.5,4.5,0.3333333333333333,1.4166666666666667,4.416666666666667,,강원 속초시 조양동 1544-2,128.5853333,38.19164103
진하해수욕장,울산,울주군,1.0,90.0,4.538461538461538,0.3076923076923077,1.0769230769230769,4.461538461538462,,울산 울주군 서생면 진하리 307-2,129.3450591,35.38164476
롯데백화점 대구점,대구,북구,4.0,50.0,3.8333333333333335,0.3333333333333333,0.6666666666666666,3.6666666666666665,,대구 북구 칠성동2가 302-155,128.595514,35.87565702
세계주류,강원,춘천시,4.0,54.0,3.8,0.4,1.2,3.8,강원 춘천시 동내면 순환대로 630,강원 춘천시 동내면 학곡리 5-63,127.7620441,37.83974087
허균허난설헌기념관,강원,강릉시,2.0,47.142857142857146,4.428571428571429,0.2857142857142857,1.4285714285714286,4.285714285714286,강원 강릉시 난설헌로193번길 1-29,강원 강릉시 초당동 477,128.9095268,37.79097336
해안도로,강원,강릉시,1.0,42.0,4.8,0.6,0.4,4.8,강원 강릉시 강동면 헌화로 641,강원 강릉시 강동면 심곡리 102,129.0548184,37.66385127
나정고운모래해변,경북,경주시,1.0,64.28571428571429,3.2857142857142856,0.1428571428571428,1.7142857142857142,3.0,경북 경주시 감포읍 동해안로 1915,경북 경주시 감포읍 나정리 1,129.491499,35.78228955
영금정,강원,속초시,1.0,36.47058823529412,4.470588235294118,0.3137254901960784,1.156862745098039,4.2745098039215685,강원 속초시 영금정로 43,강원 속초시 동명동 1-185,128.6016133,38.21181088
동성로로데오거리,대구,중구,4.0,60.0,4.142857142857143,0.7142857142857143,0.8571428571428571,3.7142857142857135,,대구 중구 삼덕동1가 83,128.5987034,35.86620939
환호공원,경북,포항시,6.0,72.0,4.4,0.4,1.0,4.4,,경북 포항시 북구 환호동,129.394067,36.06560835
경남도립미술관,경남,창원시,3.0,60.0,4.333333333333333,0.0,1.0,4.333333333333333,경남 창원시 의창구 용지로 296,경남 창원시 의창구 퇴촌동 산 134-17,128.6908555,35.23946503
롯데마트 광복점,부산,중구,4.0,90.0,4.0,0.0,1.6666666666666667,3.6666666666666665,부산 중구 중앙대로 2,부산 중구 중앙동7가 20-1,129.0365161,35.09714569
철원한탄강 주상절리길 드르니매표소,강원,철원군,7.0,66.0,4.2,0.0,1.4,4.0,,강원 철원군 갈말읍 군탄리 산 174-3,127.2881401,38.15477736
갈남항,강원,삼척시,13.0,105.0,4.625,0.25,1.75,4.625,,강원 삼척시 원덕읍 갈남리 99-20,129.3252137,37.28072186
남매지,경북,경산시,7.0,51.42857142857143,4.571428571428571,0.2857142857142857,1.1428571428571428,4.428571428571429,,경북 경산시 계양동 325,128.744558,35.82757935
디피랑,경남,통영시,6.0,72.63157894736842,4.368421052631579,0.0,1.5263157894736843,4.0,경남 통영시 남망공원길 29,경남 통영시 동호동 230-1,128.4305772,34.84071845
태종대 전망대,부산,영도구,1.0,90.0,3.8,0.3,0.9,3.7,부산 영도구 전망로 209,부산 영도구 동삼동 산 29-1,129.0883325,35.05038368
대구수목원,대구,달서구,1.0,60.0,4.5,0.5,0.5,4.333333333333333,대구 달서구 화암로 342,대구 달서구 대곡동 284,128.5220174,35.7997197
